date, pm25, pm10, no2, so2, co
2015/5/16, 38, 12, 4, , 
2015/5/17, 40, 12, 8, , 
2015/5/18, 45, 15, 7, , 
2015/5/19, 48, 17, 4, , 
2015/5/20, 56, 9, 1, , 
2015/5/21, 30, 16, 2, , 
2015/5/22, 55, 24, 1, , 
2015/5/23, 75, 26, 2, , 
2015/5/24, 79, 21, 4, , 
2015/5/25, 59, 18, 5, , 
2015/5/26, 61, 26, 4, , 
2015/5/27, 60, 16, 7, , 
2015/5/28, 59, 21, 8, , 
2015/5/29, 68, 21, 7, , 
2015/5/30, 67, 14, 3, , 
2015/5/31, 54, 10, 6, , 
2015/6/1, 37, 14, 6, , 
2015/6/2, 52, 21, 7, , 
2015/6/3, 69, 6, 1, , 
2015/6/4, 25, 11, 1, , 
2015/6/5, 38, 10, 2, , 
2015/6/6, 39, 8, 2, , 
2015/6/7, 31, 11, 5, , 
2015/6/8, 48, 12, 6, , 
2015/6/9, 42, 12, 2, , 
2015/6/10, 42, 16, 6, , 
2015/6/11, 60, 16, 4, , 
2015/6/12, 59, 14, 3, , 
2015/6/13, 49, 18, 6, , 
2015/6/14, 60, 30, 5, , 
2015/6/15, 82, 22, 4, , 
2015/6/16, 74, 19, 6, , 
2015/6/17, 64, 12, 4, , 
2015/6/18, 46, 14, 4, , 
2015/6/19, 52, 13, 4, , 
2015/6/20, 56, 15, 3, , 
2015/6/21, 56, 15, 3, , 
2015/6/22, 60, 13, 1, , 
2015/6/23, 49, 10, 2, , 
2015/6/24, 43, 15, 4, , 
2015/6/25, 55, 16, 4, , 
2015/6/26, 57, 5, 2, , 
2015/6/27, 21, 6, 3, , 
2015/6/28, 22, 11, 4, , 
2015/6/29, 37, 11, 7, , 
2015/6/30, 52, 19, 8, , 
2015/1/1, 38, 10, 5, , 
2015/1/2, 34, 12, 5, , 
2015/1/3, 34, 12, 11, , 
2015/1/4, 49, 16, 16, , 
2015/1/5, 62, 20, 22, , 
2015/1/6, 60, 13, 3, , 
2015/1/7, 43, 12, 4, , 
2015/1/8, 32, 8, 7, , 
2015/1/9, 28, 9, 6, , 
2015/1/10, 37, 14, 7, , 
2015/1/11, 49, 8, 8, , 
2015/1/12, 28, 11, 6, , 
2015/1/13, 41, 12, 10, , 
2015/1/14, 44, 20, 26, , 
2015/1/15, 62, 14, 18, , 
2015/1/16, 47, 9, 8, , 
2015/1/17, 32, 8, 5, , 
2015/1/18, 32, 8, 14, , 
2015/1/19, 34, 10, 7, , 
2015/1/20, 39, 9, 15, , 
2015/1/21, 38, 14, 29, , 
2015/1/22, 51, 8, 12, , 
2015/1/23, 34, 9, 6, , 
2015/1/24, 32, 10, 12, , 
2015/1/25, 40, 17, 28, , 
2015/1/26, 60, 20, 15, , 
2015/1/27, 67, 12, 6, , 
2015/1/28, 51, 11, 7, , 
2015/1/29, 43, 12, 25, , 
2015/1/30, 47, 7, 10, , 
2015/1/31, 24, 6, 6, , 
2015/2/1, 28, 10, 6, , 
2015/2/2, 29, 8, 9, , 
2015/2/3, 26, 8, 9, , 
2015/2/4, 30, 12, 14, , 
2015/2/5, 40, 9, 10, , 
2015/2/6, 43, 14, 10, , 
2015/2/7, 54, 12, 20, , 
2015/2/8, 54, 12, 3, , 
2015/2/9, 49, 10, 4, , 
2015/2/10, 34, 12, 11, , 
2015/2/11, 46, 20, 15, , 
2015/2/12, 64, 8, 8, , 
2015/2/13, 33, 8, 5, , 
2015/2/14, 27, 10, 6, , 
2015/2/15, 29, 10, 8, , 
2015/2/16, 37, 10, 18, , 
2015/2/17, 31, 7, 6, , 
2015/2/18, 26, 8, 11, , 
2015/2/19, 28, 9, 13, , 
2015/2/20, 32, 9, 9, , 
2015/2/21, 38, 17, 24, , 
2015/2/22, 53, 48, 3, , 
2015/2/23, 97, 41, 4, , 
2015/2/24, 82, 16, 6, , 
2015/2/25, 59, 18, 14, , 
2015/2/26, 57, 13, 4, , 
2015/2/27, 41, 9, 5, , 
2015/2/28, 32, 10, 11, , 
2015/3/1, 40, 12, 4, , 
2015/3/2, 41, 14, 9, , 
2015/3/3, 51, 9, 11, , 
2015/3/4, 33, 10, 7, , 
2015/3/5, 35, 13, 14, , 
2015/3/6, 46, 14, 15, , 
2015/3/7, 54, 12, 11, , 
2015/3/8, 53, 11, 12, , 
2015/3/9, 41, 7, 4, , 
2015/3/10, 30, 10, 2, , 
2015/3/11, 48, 11, 3, , 
2015/3/12, 51, 13, 3, , 
2015/3/13, 51, 11, 7, , 
2015/3/14, 46, 12, 8, , 
2015/3/15, 50, 19, 12, , 
2015/3/16, 63, 28, 12, , 
2015/3/17, 83, 31, 9, , 
2015/3/18, 86, 25, 12, , 
2015/3/19, 74, 15, 10, , 
2015/3/20, 56, 16, 10, , 
2015/3/21, 63, 18, 11, , 
2015/3/22, 65, 15, 4, , 
2015/3/23, 56, 7, 3, , 
2015/3/24, 33, 7, 2, , 
2015/3/25, 36, 13, 2, , 
2015/3/26, 48, 31, 3, , 
2015/3/27, 90, 33, 4, , 
2015/3/28, 94, 24, 4, , 
2015/3/29, 81, 31, 6, , 
2015/3/30, 99, 33, 11, , 
2015/3/31, 101, 26, 8, , 
2014/10/1, 50, , 5, , 
2014/10/2, 51, , 5, , 
2014/10/3, 54, , 3, , 
2014/10/4, 49, , 4, , 
2014/10/5, 46, , 5, , 
2014/10/6, 36, , 5, , 
2014/10/7, 44, , 6, , 
2014/10/8, 56, , 5, , 
2014/10/9, 61, , 5, , 
2014/10/10, 49, , 5, , 
2014/10/11, 75, , 5, , 
2014/10/12, 66, , 5, , 
2014/10/13, 98, , 3, , 
2014/10/14, 34, , 6, , 
2014/10/15, 39, , 9, , 
2014/10/16, 36, , 3, , 
2014/10/17, 47, , 6, , 
2014/10/18, 51, , 10, , 
2014/10/19, 68, , 8, , 
2014/10/20, 68, , 6, , 
2014/10/21, 51, , 4, , 
2014/10/22, 49, , 7, , 
2014/10/23, 49, , 8, , 
2014/10/24, 50, , 12, , 
2014/10/25, 56, , 12, , 
2014/10/26, 59, , 4, , 
2014/10/27, 53, , 2, , 
2014/10/28, 24, , 3, , 
2014/10/29, 36, , 8, , 
2014/10/30, 47, , 7, , 
2014/10/31, 55, , 15, , 
2014/11/1, 68, , 8, , 
2014/11/2, 48, , 2, , 
2014/11/3, 53, , 3, , 
2014/11/4, 54, , 11, , 
2014/11/5, 53, , 14, , 
2014/11/6, 52, , 2, , 
2014/11/7, 50, , 3, , 
2014/11/8, 52, , 10, , 
2014/11/9, 57, 13, 8, , 
2014/11/10, 49, 14, 11, , 
2014/11/11, 52, 16, 11, , 
2014/11/12, 56, 12, 4, , 
2014/11/13, 46, 14, 4, , 
2014/11/14, 38, 15, 5, , 
2014/11/15, 46, 13, 4, , 
2014/11/16, 51, 14, 10, , 
2014/11/17, 52, 13, 8, , 
2014/11/18, 41, 15, 9, , 
2014/11/19, 43, 18, 13, , 
2014/11/20, 56, 15, 21, , 
2014/11/21, 47, 17, 9, , 
2014/11/22, 51, 14, 6, , 
2014/11/23, 48, 11, 8, , 
2014/11/24, 33, 18, 15, , 
2014/11/25, 55, 17, 12, , 
2014/11/26, 44, 15, 16, , 
2014/11/27, 40, 15, 16, , 
2014/11/28, 55, 15, 11, , 
2014/11/29, 48, 16, 8, , 
2014/11/30, 49, 17, 13, , 
2014/12/1, 51, 13, 3, , 
2014/12/2, 40, 12, 8, , 
2014/12/3, 34, 14, 11, , 
2014/12/4, 40, 11, 10, , 
2014/12/5, 33, 10, 12, , 
2014/12/6, 31, 9, 7, , 
2014/12/7, 29, 11, 17, , 
2014/12/8, 36, 11, 13, , 
2014/12/9, 35, 16, 17, , 
2014/12/10, 50, 14, 17, , 
2014/12/11, 45, 17, 7, , 
2014/12/12, 48, 11, 6, , 
2014/12/13, 35, 8, 7, , 
2014/12/14, 31, 9, 10, , 
2014/12/15, 30, 12, 29, , 
2014/12/16, 45, 14, 4, , 
2014/12/17, 47, 8, 13, , 
2014/12/18, 30, 6, 10, , 
2014/12/19, 29, 11, 17, , 
2014/12/20, 40, 15, 2, , 
2014/12/21, 50, 12, 4, , 
2014/12/22, 39, 11, 5, , 
2014/12/23, 41, 12, 11, , 
2014/12/24, 47, 11, 8, , 
2014/12/25, 38, 11, 8, , 
2014/12/26, 41, 12, 10, , 
2014/12/27, 47, 11, 10, , 
2014/12/28, 44, , , , 
2014/7/1, 31, 12, 2, , 
2014/7/2, 42, 20, 4, , 
2014/7/3, 59, 7, 2, , 
2014/7/4, 25, 8, 1, , 
2014/7/5, 29, 13, 2, , 
2014/7/6, 50, 20, 5, , 
2014/7/7, 61, 15, 5, , 
2014/7/8, 59, 27, 8, , 
2014/7/9, 77, 20, 12, , 
2014/7/10, 41, 9, 5, , 
2014/7/11, 34, 12, 2, , 
2014/7/12, 47, 26, 5, , 
2014/7/13, 73, 20, 2, , 
2014/7/14, 58, 27, 4, , 
2014/7/15, 77, 35, 8, , 
2014/7/16, 85, 30, 5, , 
2014/7/17, 78, 20, 3, , 
2014/7/18, 62, 19, 3, , 
2014/7/19, 59, 10, 2, , 
2014/7/20, 31, 8, 2, , 
2014/7/21, 35, 18, 3, , 
2014/7/22, 55, 22, 4, , 
2014/7/23, 51, 9, 3, , 
2014/7/24, 27, 16, 2, , 
2014/7/25, 54, 26, 4, , 
2014/7/26, 72, 20, 1, , 
2014/7/27, 51, 27, 1, , 
2014/7/28, 81, 42, 4, , 
2014/7/29, 114, 40, 8, , 
2014/7/30, 106, 36, 5, , 
2014/7/31, 87, 31, 3, , 
2014/8/1, 70, 35, 5, , 
2014/8/2, 77, 24, 3, , 
2014/8/3, 64, 12, 3, , 
2014/8/4, 37, 18, 3, , 
2014/8/5, 30, 39, 6, , 
2014/8/6, 19, 30, 7, , 
2014/8/7, 29, , 6, , 
2014/8/8, 28, , 5, , 
2014/8/9, 38, , 3, , 
2014/8/10, 23, 8, 1, , 
2014/8/11, 19, 15, 3, , 
2014/8/12, 40, 17, 3, , 
2014/8/13, 54, 10, 2, , 
2014/8/14, 33, 9, 4, , 
2014/8/15, 26, 6, 3, , 
2014/8/16, 20, 9, 3, , 
2014/8/17, 22, 8, 3, , 
2014/8/18, 27, 23, 6, , 
2014/8/19, 26, 30, 2, , 
2014/8/20, 21, 11, 4, , 
2014/8/21, 31, 33, 6, , 
2014/8/22, 34, 29, 5, , 
2014/8/23, 34, 79, 2, , 
2014/8/24, 104, 14, 2, , 
2014/8/25, 25, 6, 4, , 
2014/8/26, 21, 6, 3, , 
2014/8/27, 30, 7, 4, , 
2014/8/28, 36, 9, 5, , 
2014/8/29, 38, 10, 4, , 
2014/8/30, 39, 9, 3, , 
2014/8/31, 40, 14, 4, , 
2014/9/1, 46, 12, 4, , 
2014/9/2, 42, 11, 5, , 
2014/9/3, 41, 14, 7, , 
2014/9/4, 55, 13, 5, , 
2014/9/5, 45, 11, 2, , 
2014/9/6, 51, 14, 2, , 
2014/9/7, 44, 14, 3, , 
2014/9/8, 43, 17, 5, , 
2014/9/9, 66, 14, 5, , 
2014/9/10, 56, 16, 4, , 
2014/9/11, 45, 14, 5, , 
2014/9/12, 38, 40, 4, , 
2014/9/13, 29, 10, 3, , 
2014/9/14, 37, 11, 3, , 
2014/9/15, 47, 9, 3, , 
2014/9/16, 45, 29, 3, , 
2014/9/17, 42, 23, 3, , 
2014/9/18, 33, 19, 2, , 
2014/9/19, 31, 28, 4, , 
2014/9/20, 31, 25, 3, , 
2014/9/21, 40, 27, 4, , 
2014/9/22, 51, 23, 4, , 
2014/9/23, 61, 20, 6, , 
2014/9/24, 53, , 4, , 
2014/9/25, 34, , 5, , 
2014/9/26, 33, , 6, , 
2014/9/27, 46, , 4, , 
2014/9/28, 51, , 4, , 
2014/9/29, 59, , 3, , 
2014/9/30, 50, , 3, , 
2014/4/1, 40, 16, 11, , 
2014/4/2, 57, 23, 9, , 
2014/4/3, 68, 12, 6, , 
2014/4/4, 47, 9, 2, , 
2014/4/5, 35, 13, 2, , 
2014/4/6, 50, 19, 2, , 
2014/4/7, 60, 19, 4, , 
2014/4/8, 65, 19, 5, , 
2014/4/9, 70, 14, 3, , 
2014/4/10, 57, 14, 3, , 
2014/4/11, 44, 16, 2, , 
2014/4/12, 61, 13, 3, , 
2014/4/13, 50, 13, 5, , 
2014/4/14, 47, 17, 5, , 
2014/4/15, 61, 21, 3, , 
2014/4/16, 68, 17, 4, , 
2014/4/17, 66, 17, 5, , 
2014/4/18, 66, 12, 4, , 
2014/4/19, 44, 10, 5, , 
2014/4/20, 38, 15, 8, , 
2014/4/21, 55, 16, 3, , 
2014/4/22, 53, 15, 3, , 
2014/4/23, 55, 19, 5, , 
2014/4/24, 64, 20, 5, , 
2014/4/25, 64, 19, 8, , 
2014/4/26, 64, 32, 5, , 
2014/4/27, 84, 25, 3, , 
2014/4/28, 70, 14, 5, , 
2014/4/29, 41, 14, 5, , 
2014/4/30, 45, 19, 7, , 
2014/5/1, 54, 9, 3, , 
2014/5/2, 29, 26, 6, , 
2014/5/3, 77, 23, 3, , 
2014/5/4, 62, 19, 6, , 
2014/5/5, 61, 15, 3, , 
2014/5/6, 50, 21, 4, , 
2014/5/7, 63, 28, 6, , 
2014/5/8, 76, 29, 5, , 
2014/5/9, 51, , 5, , 
2014/5/10, 49, , 5, , 
2014/5/11, 59, 19, 8, , 
2014/5/12, 60, 20, 3, , 
2014/5/13, 56, 39, 2, , 
2014/5/14, 92, 36, 4, , 
2014/5/15, 91, 10, 2, , 
2014/5/16, 33, 10, 1, , 
2014/5/17, 34, 10, 2, , 
2014/5/18, 36, 9, 2, , 
2014/5/19, 36, 10, 7, , 
2014/5/20, 41, 15, 7, , 
2014/5/21, 51, 8, 5, , 
2014/5/22, 31, 16, 4, , 
2014/5/23, 53, 11, 2, , 
2014/5/24, 46, 18, 4, , 
2014/5/25, 64, 18, 6, , 
2014/5/26, 59, 16, 7, , 
2014/5/27, 55, 22, 11, , 
2014/5/28, 69, 33, 11, , 
2014/5/29, 92, 49, 8, , 
2014/5/30, 124, 29, 3, , 
2014/5/31, 85, 21, 2, , 
2014/6/1, 72, 30, 7, , 
2014/6/2, 86, 30, 7, , 
2014/6/3, 82, 29, 8, , 
2014/6/4, 83, 21, 4, , 
2014/6/5, 63, 12, 6, , 
2014/6/6, 49, 11, 2, , 
2014/6/7, 43, 6, 1, , 
2014/6/8, 21, 7, 5, , 
2014/6/9, 30, 8, 3, , 
2014/6/10, 31, 12, 5, , 
2014/6/11, 42, 9, 7, , 
2014/6/12, 38, 5, 2, , 
2014/6/13, 19, 7, 2, , 
2014/6/14, 27, 9, 4, , 
2014/6/15, 35, 14, 7, , 
2014/6/16, 54, 18, 7, , 
2014/6/17, 59, 13, 5, , 
2014/6/18, 51, 11, 4, , 
2014/6/19, 41, 7, 2, , 
2014/6/20, 25, 9, 3, , 
2014/6/21, 32, 13, 4, , 
2014/6/22, 45, 8, 2, , 
2014/6/23, 34, 8, 3, , 
2014/6/24, 31, 13, 5, , 
2014/6/25, 43, 18, 5, , 
2014/6/26, 62, 17, 8, , 
2014/6/27, 59, 17, 5, , 
2014/6/28, 48, 17, 4, , 
2014/6/29, 44, 15, 6, , 
2014/6/30, 38, 10, 4, , 
2014/1/1, 38, 11, 2, , 
2014/1/2, 34, 9, 5, , 
2014/1/3, 27, 10, 4, , 
2014/1/4, 32, 7, 5, , 
2014/1/5, 26, 10, 9, , 
2014/1/6, 28, 11, 12, , 
2014/1/7, 34, 20, 10, , 
2014/1/8, 59, 14, 5, , 
2014/1/9, 47, 8, 4, , 
2014/1/10, 23, 7, 5, , 
2014/1/11, 27, 10, 8, , 
2014/1/12, 38, 8, 7, , 
2014/1/13, 29, 7, 7, , 
2014/1/14, 27, 7, 14, , 
2014/1/15, 29, 14, 8, , 
2014/1/16, 48, 10, 16, , 
2014/1/17, 43, 11, 23, , 
2014/1/18, 36, 6, 8, , 
2014/1/19, 24, 11, 16, , 
2014/1/20, 44, 14, 14, , 
2014/1/21, 57, 9, 6, , 
2014/1/22, 34, 11, 7, , 
2014/1/23, 41, 10, 9, , 
2014/1/24, 35, 47, 24, , 
2014/1/25, 129, 15, 8, , 
2014/1/26, 52, 10, 9, , 
2014/1/27, 31, 14, 5, , 
2014/1/28, 43, 11, 8, , 
2014/1/29, 30, 10, 8, , 
2014/1/30, 30, 17, 3, , 
2014/1/31, 51, 12, 7, , 
2014/2/1, 43, 19, 21, , 
2014/2/2, 61, 17, 6, , 
2014/2/3, 50, 8, 5, , 
2014/2/4, 29, 9, 4, , 
2014/2/5, 32, 9, 4, , 
2014/2/6, 32, 8, 5, , 
2014/2/7, 26, , , , 
2014/2/10, 22, 7, 8, , 
2014/2/11, 21, 11, 21, , 
2014/2/12, 39, 10, 6, , 
2014/2/13, 37, 12, 7, , 
2014/2/14, 37, 7, 5, , 
2014/2/15, 28, 10, 5, , 
2014/2/16, 36, 23, 3, , 
2014/2/17, 73, 23, 3, , 
2014/2/18, 72, 19, 8, , 
2014/2/19, 63, 10, 5, , 
2014/2/20, 37, 10, 6, , 
2014/2/21, 38, 9, 7, , 
2014/2/22, 29, 9, 7, , 
2014/2/23, 22, 12, 5, , 
2014/2/24, 43, 31, 5, , 
2014/2/25, 91, 18, 10, , 
2014/2/26, 61, 29, 21, , 
2014/2/27, 86, 21, 8, , 
2014/2/28, 60, 10, 9, , 
2014/3/1, 36, 14, 9, , 
2014/3/2, 47, 15, 6, , 
2014/3/3, 54, 15, 8, , 
2014/3/4, 52, 21, 9, , 
2014/3/5, 63, 12, 4, , 
2014/3/6, 43, 14, 4, , 
2014/3/7, 44, 16, 3, , 
2014/3/8, 58, 15, 4, , 
2014/3/9, 56, 12, 6, , 
2014/3/10, 39, 10, 11, , 
2014/3/11, 39, 14, 14, , 
2014/3/12, 51, 9, 11, , 
2014/3/13, 36, 10, 5, , 
2014/3/14, 32, 11, 4, , 
2014/3/15, 37, 15, 9, , 
2014/3/16, 55, 30, 8, , 
2014/3/17, 89, 24, 11, , 
2014/3/18, 72, 13, 7, , 
2014/3/19, 53, 11, 12, , 
2014/3/20, 44, 8, 6, , 
2014/3/21, 29, 12, 5, , 
2014/3/22, 44, 8, 5, , 
2014/3/23, 37, 22, 5, , 
2014/3/24, 68, 46, 4, , 
2014/3/25, 121, 58, 9, , 
2014/3/26, 146, 53, 14, , 
2014/3/27, 139, 32, 7, , 
2014/3/28, 90, 38, 5, , 
2014/3/29, 102, 20, 5, , 
2014/3/30, 58, 9, 3, , 
2014/3/31, 35, 11, 3, , 
2021/4/9, , 9, 5, , 
2020/9/12, , 7, 1, , 
2020/3/31, , 15, 11, , 1
2019/12/31, , 9, 1, , 
2020/2/10, , 8, 6, , 
2020/2/11, , 12, 9, , 
2020/2/12, , 14, 24, , 
2020/2/13, , 17, 5, , 
2018/12/31, , 12, 3, , 1
2017/1/1, , 17, 9, , 
2015/12/31, , 8, 4, , 
2014/12/31, , 9, 5, , 
2013/12/31, , 12, 5, , 
2014/2/9, , 6, 5, , 
2017/9/10, , , 7, , 
